Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL
click,6/8/2016 11:09,6/8/2016 11:10,6/8/2016 11:10,install,,,,,SDK,,,tapjoy_int,,,TapJoy_US_Android_FBC_whitelist,,,,,,,11fe3f33ca6fe3658df1261cc00941cff66a0918fd50a16a4bfd9d8f6d0a0825df295a78f55494bd53344a7d0bd74a48fcec2e3c82081f624e7d3bebdeea366cf81e2c847170cd86d1040123caeb998830850e588aa8683844d086d3a42abf00,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,FL,Lynn Haven,32444,656,28.218.286.138,TRUE,Verizon,Verizon Wireless,en-GB,1405384221345-8127545372821252158,d360b76c-f431-453f-5b30-3d00d777f333,,,,,,android,Verizon-SM-G930V,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G930V Build/MMB29M),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_US_Android_FBC_whitelist&android_id=&mac=&advertising_id=d361b76c-f631-693f-9b31-2d11d887f222&af_siteid=11fe3f33ca6fe3678df1261cc11961cff66a1918fd71a16a6bfd9d8f6d1a1827df297a78f77696bd73366a7d1bd76a68fcec2e3c82181f626e7d3bebdeea366cf81e2c867171cd86d1161123caeb998831871e788aa8683866d186d3a62abf11
click,6/8/2016 10:52,6/8/2016 11:10,6/8/2016 11:10,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_AU_FBC_2016-03-28,,,,,,,,,12680,,,,,,,,,sponsorpay_int,PK_AND_AU_FBC_2016-03-28,click,6/8/2016 10:52,,,,,,,,,,,AU,AU,QLD,Brisbane,4000,None,122.186.286.169,TRUE,Telstra,Telstra,en-GB,1405383558877-3257805200457585580,b45567d7-537d-4c15-c5f0-bf377707c5f3,,,,,,android,ZTE-ZTE Blade Q Lux,5.0.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0.2; ZTE Blade Q Lux Build/LRX22G),https://offer.fyber.com/mobile?impression=true&appid=12680&uid=909301071&client=api&platform=android&appname=Android+-+Sandbox&traffic_source=offer_api&country_code=AU&pubid=14525&ip=122.148.248.187&pub0=1&pub1=SPP&pub2=Android&pub3=54630&pub4=Badoo&pub5=122.148.248.187&google_ad_id=b49568d8537d4c19a5f0be387807c5e3&ad_id=934919&os_version=5.0&ad_format=offer&group=Fyber&sig=d75806efcf78554e4e2cae1fb33c688b330f1efc,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_AU_FBC_2116-13-28&clickid=6f933eadf8ac6782a9c9818ac9a119ed&advertising_id=b69768d8-737d-6c19-a7f1-be387817c7e3&af_sub1=12681
click,6/8/2016 11:07,6/8/2016 11:10,6/8/2016 11:10,install,,,,,SDK,,,tapjoy_int,,,TapJoy_SA_Android_FBC,,,,,,,a2d92059ed26766f47ab5bcd1428c46fea279bea3d9b1a8be50f9914c6550d233221b59dc169ffebf88f4d39bd3eeb8195df5241510c072cd4fc597623a393ec900c02a0fe49aa8c16282a310d6d00d7cd1b9ef64c7a09863ddacc109a6b8d41,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,93.169.95.106,TRUE,zain SA,zain SA,ar-SA,1405384107771-1104523543224571184,00770367-c1fd-4333-7503-fb57070ccdc1,,,,,,android,samsung-GT-I9060I,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_SA_Android_FBC&android_id=&mac=&advertising_id=11881368-c1fd-6232-8913-eb98171acda1&af_siteid=a2d92179ed26766f67ab7bcd1628c66fea279bea3d9b1a8be71f9916c6771d233221b79dc169ffebf88f6d39bd3eeb8197df7261711c172cd6fc797623a393ec911c12a1fe69aa8c16282a311d6d11d7cd1b9ef66c7a19863ddacc119a6b8d61
click,6/8/2016 11:08,6/8/2016 11:09,6/8/2016 11:09,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,OK,Tulsa,74114,671,96.196.186.186,TRUE,U.S. Cellular,U.S. Cellular,en-US,1405384183754-0782735505087453510,3bfff0b6-7db5-4171-c550-5f350bd3ff53,,,,,,android,lge-LGUS992,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; LGUS992 Build/MMB29M),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-ca77b8e6-31e1-67a1-8e29-9c872ea66797_1_1.697661111667386128_611&advertising_id=3bfee1b6-7db9-6181-a771-9e271bd3ff93
click,6/8/2016 10:58,6/8/2016 11:09,6/8/2016 11:09,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,VA,Manassas,20109,511,196.9.61.19,TRUE,Sprint,Sprint,en-AU,1405384101275-7741855375704475572,3b477f4c-cf5c-4503-b6f3-b53657dc6571,,,,,,android,samsung-SM-G900P,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900P Build/MMB29M),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-6bcd931b-dff6-66b7-9aaf-61673a862217_1811_1.762311111667383696_178&advertising_id=3b688f6a-af9a-6912-b6f3-b92697da6971
click,6/8/2016 11:03,6/8/2016 11:09,6/8/2016 11:09,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,74617,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TX,Houston,77009,618,192.56.15.150,FALSE,,T-Mobile,sv-SE,1405384115284-0385277814873823317,b5fc5ccb-5dbc-47bb-7731-db343bf7ffbf,,,,,,android,samsung-SGH-T999L,4.1.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.1.2; SGH-T999L Build/JZO54K),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=b7ea7aab-7dba-68bb-8721-db362be7ffbe&af_siteid=76617&ACTIONID=
click,6/8/2016 11:08,6/8/2016 11:09,6/8/2016 11:09,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,CA,Temecula,92591,803,96.119.163.91,TRUE,Verizon,Verizon Wireless,nb-NO,1405384175275-2777281725555570057,c33375c4-bbd7-40cf-bb6f-f15cf6533dfc,,,,,,android,Verizon-SM-N910V,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N910V Build/LMY47X),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-e699e1d2-61e7-6a7b-87d3-f2813ffa687f_1_1.121672111667386196_611&advertising_id=c23389c6-bbd7-61cf-bb6f-e17ce6932dea
click,6/8/2016 11:07,6/8/2016 11:07,6/8/2016 11:07,install,,,,,SDK,,,tapjoy_int,,,TapJoy_DKNOSE_Android_FBC,,,,,,,6484ddd192e01a37d4801a5c87a4c17153469b073a362993917a02a7202d6bfa11f4b22fc70102df4373ef657f388ea927100839f183d54d7f56afd20c444f04e032ff5ca6c4164067787cb6437870bc70007c04beb55bd42f79543aef4a38de,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Cibubur,13720,None,162.253.163.89,TRUE,"""Telenor SE""","""Telenor SE""",en-GB,1405384707002-1575478115354007442,17bfc570-c1c7-470f-5ff5-5f3d60cc33b5,,,,,,android,samsung-GT-I9500,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9500 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_DKNOSE_Android_FBC&android_id=&mac=&advertising_id=18bec771-a1c7-681f-9ee7-7f3d61aa23b9&af_siteid=6686ddd192e11a37d6811a7c87a6c17173669b173a362993917a12a7212d6bfa11f6b22fc71112df6373ef677f388ea927111839f183d76d7f76afd21c666f16e132ff7ca6c6166167787cb6637871bc71117c16beb77bd62f79763aef6a38de
click,6/8/2016 11:05,6/8/2016 11:07,6/8/2016 11:07,install,,,,,SDK,,,tapjoy_int,,,TapJoy_SA_Android_FBC,,,,,,,48c884a518ddbd886d37f9d7533793b01c4d84acb4ee2bfb3582c034874b95820861a8440b4ffa78c920692d66e792bca95d3c859b06b56f1106034dcead8e390f203e98ad8eb1d52b20ad4c5082250f449a0897f50845754cb00dcccb7378a4,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,93.169.63.29,TRUE,Zain KSA,,da-DK,1405384733804-5054442055147457780,c45fcff7-1467-4c43-7153-7f7715f53c77,,,,,,android,samsung-SM-P601,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-P601 Build/LMY47X),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_SA_Android_FBC&android_id=&mac=&advertising_id=c67faff7-1668-6a62-8172-8f8817f93c87&af_siteid=68c886a718ddbd886d37f9d7733793b11c6d86acb6ee2bfb3782c136876b97821861a8661b6ffa78c921692d66e792bca97d3c879b16b76f1116136dcead8e391f213e98ad8eb1d72b21ad6c7182271f669a1897f71867776cb11dcccb7378a6
click,6/8/2016 11:04,6/8/2016 11:07,6/8/2016 11:07,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,26150,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,96.95.220.30,TRUE,STC,STC,en-US,1405384722524-014517318788185857,f01d056b-51d7-4430-c073-4bf4517cbccf,,,,,,android,samsung-GT-S7272,4.2.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-S7272 Build/JDQ39),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=e87ca6e2ac1761669afc718a711a1e67&advertising_id=&af_sub1=26171
click,6/8/2016 10:22,6/8/2016 11:06,6/8/2016 11:06,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,19175,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,FL,Tampa,33612,539,66.200.160.289,TRUE,,T-Mobile,en-US,1405381472553-7111853450557222772,cd5dfbfd-5f76-43bf-c36f-5743c1375cb3,,,,,,android,samsung-SM-N910T,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N910T Build/LMY47X),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=cd7dfbed-7e76-63bf-a36e-9762a1389ab2&af_siteid=19177&ACTIONID=
click,6/8/2016 11:04,6/8/2016 11:05,6/8/2016 11:05,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,21048,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,MA,Middleboro,2346,506,66.31.185.195,TRUE,,,en-US,1405383527025-4140187855587352155,3f5f4d17-4c7c-4b5c-c533-4b1c041b7571,,,,,,android,samsung-SAMSUNG-SGH-I747,4.3,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.3; SAMSUNG-SGH-I747 Build/JSS15J),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=3f9f6d18-6c7c-6b7c-a722-6b1a161b7981&af_siteid=21168&ACTIONID=1813
click,6/8/2016 11:04,6/8/2016 11:05,6/8/2016 11:05,install,,,,,SDK,,,nativex_int,,,AU_CPA-FBC_03-28-2016,,,,,,,25311,,,,,,,,,,,,,,,,,,,,,,,,,AU,AU,NSW,Homebush,2140,None,1.188.96.199,FALSE,Telstra,Telstra,en-AU,1405383858050-757370710045251731,c117cccf-b716-4014-b0b3-76cd5cb15c55,,,,,,android,ZTE-ZTE Blade Q Lux,5.0.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0.2; ZTE Blade Q Lux Build/LRX22G),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=AU_CPA-FBC_13-28-2116&advertising_id=c117aaaf-b716-6116-b1b3-76ad9ab17c79&af_siteid=27311&ACTIONID=1813
click,6/8/2016 11:04,6/8/2016 11:04,6/8/2016 11:04,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_Nordic_FBC_2016-05-26,,,,,,,,,37658,,,,,,,,,,,,,,,,,,,,,,,EU,NO,11,Stavanger,4027,None,68.210.160.91,TRUE,djuice,djuice,da-DK,1405383887435-2552114132453307507,c40ccbd7-c5f3-4c50-bc6f-b15676b113d7,,,,,,android,samsung-SM-G930F,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G930F Build/MMB29K),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_Nordic_FBC_2116-17-26&clickid=17126ca7-1fbb-6aea-a19e-918a7b6aeed9&advertising_id=c61cabd7-a9f3-6a91-ba6f-b19676b113d8&af_sub1=37678&redirect=false&android_id=
click,6/8/2016 11:03,6/8/2016 11:04,6/8/2016 11:04,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_AU_FBC_2016-03-28,,,,,,,,,43710,,,,,,,,,,,,,,,,,,,,,,,AU,AU,QLD,Toowoomba,4350,None,162.239.169.35,TRUE,amaysim,amaysim,en-GB,1405383845528-0141452832084757871,5b4fff0d-cff6-4546-5130-f575f3fcd6c3,,,,,,android,htc-HTC_PO582,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC_PO582 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_AU_FBC_2116-13-28&clickid=286da976-e9cd-6e91-89b3-918ac6863e21&advertising_id=7b6fff1d-cef6-6966-9121-f787e3fad6c3&af_sub1=63711&redirect=false&android_id=
click,6/8/2016 10:58,6/8/2016 11:04,6/8/2016 11:04,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,19430,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,51.39.39.69,FALSE,Zain KSA,Zain KSA,en-US,1405383057787-4788524745055845808,5603ddbd-43f7-4751-c353-5d345f6f705c,,,,,,android,Huawei-HUAWEI MT7-TL10,6,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI MT7-TL10 Build/HuaweiMT7-TL10),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=7613ddbd-63f7-6771-a393-9d369e6f719c&af_siteid=19631&ACTIONID=1813
click,6/8/2016 11:04,6/8/2016 11:04,6/8/2016 11:04,install,,,,,SDK,,,motive_int,,,CC_AND_US_2016-05-16_68332,,,,,,,68332,,,,,,,,,,,nativex_int,US_CPA-FBC_03-03-2016,click,6/8/2016 11:03,,,,,,,,,,,NA,US,OH,Cleveland,44134,510,198.69.69.185,TRUE,,T-Mobile,he-IL,1405383848388-2583348777537104470,c430137b-d066-4f04-7616-c71563d45bc5,,,,,,android,lge-LG-H811,6,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H811 Build/MRA58K),,http://app.appsflyer.com/com.appsflyer.sender?pid=motive_int&c=CC_AND_US_2116-17-16_68332&clickid=3777783831&o=78813&af_siteid=68332&af_cost_model=&af_cost_value=&af_cost_currency=&advertising_id=a621127b-d166-6f16-8616-a81962d69bc9
click,6/8/2016 11:01,6/8/2016 11:04,6/8/2016 11:04,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,16427,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,5.81.16.68,TRUE,,,sv-SE,1405383815770-3710502755187045758,b07c7f53-4545-43dc-575f-cb5dfd557531,,,,,,android,samsung-SM-N7505,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-N7505 Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=921cee1aa683687e917d118a6a12f81f&advertising_id=&af_sub1=16627
click,6/8/2016 11:01,6/8/2016 11:04,6/8/2016 11:04,install,,,,,SDK,,,nativex_int,,,UK_CPA-FBC_03-03-2016,,,,,,,28066,,,,,,,,,,,,,,,,,,,,,,,,,EU,UK,BPL,Blackpool,fy4 1,826040,66.129.115.219,TRUE,,O2 - UK,en-AU,1405383725554-2532714507727805407,3f0f5fc6-1bf5-4ff4-7501-bf5d376ff776,,,,,,android,lge-LG-H815,6,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H815 Build/MRA58K),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=UK_CPA-FBC_13-13-2116&advertising_id=2f1f9fc6-1bf9-6ee6-8711-be7d286fe876&af_siteid=28166&ACTIONID=1813
click,6/8/2016 10:32,6/8/2016 11:03,6/8/2016 11:03,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,44619,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,95.165.98.99,TRUE,,,en-GB,1405382137738-2757757130557550537,f75f73f6-7345-4163-77df-3715350f14dc,,,,,,android,Lenovo-LenovoA3300-HV,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; LenovoA3300-HV Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=2191b133-d692-6727-b61a-618a973d37ba&advertising_id=f77e73e6-7269-6162-88de-3719271e16da&af_sub1=66619&redirect=false&android_id=
click,6/8/2016 11:02,6/8/2016 11:03,6/8/2016 11:03,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_AU_FBC_2016-03-28,,,,,,,,,13772,,,,,,,,,,,,,,,,,,,,,,,AU,AU,NSW,Sydney,2000,None,1.129.99.63,FALSE,Telstra,Telstra Mobile,en-GB,1405383758715-4707258787401241822,c54df461-f45c-457d-bc6c-534d71d171b5,,,,,,android,samsung-SM-G360G,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-G360G Build/KTU84P),http://offer.sponsorpay.com/mobile?appid=13772&uid=6357E881-2FE0-402D-9C55-CFB57A64DA68&pub0=1&pub1=1@AndroidMobile@GoogleMarket&client=browser,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_AU_FBC_2116-13-28&clickid=aeb3cc1a226d6bf1b776118a1a69fe3c&advertising_id=&af_sub1=13772
click,6/8/2016 11:01,6/8/2016 11:03,6/8/2016 11:03,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,21056,,,,,,,,,,,,,,,,,,,,,,,AS,SA,4,Ad Dammam,31463,None,98.96.116.63,TRUE,etisalat,Mobily-KSA,en-US,1405383752720-3071580552754282424,cd66bd5b-733b-4f71-7336-0f0c14f7f3bc,,,,,,android,samsung-GT-I9300I,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9300I Build/KTU84P),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=823b6dca-bad2-66c8-a762-a18ae71271b6&advertising_id=ad66bd9b-733b-6f81-8326-1f1a16f8f3ba&af_sub1=21176&redirect=false&android_id=ea66a8a7eced2e7
click,6/8/2016 11:01,6/8/2016 11:03,6/8/2016 11:03,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_Nordic_FBC_2016-05-26,,,,,,,,,22942,,,,,,,,,,,,,,,,,,,,,,,EU,NO,6,Drammen,3012,None,65.165.19.156,TRUE,djuice,N Telenor,sv-SE,1405383837004-025757547373420445,f401445d-70fb-4701-cfdc-153bd5435410,,,,,,android,samsung-SM-G900F,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; SM-G900F Build/LRX21T),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_Nordic_FBC_2116-17-26&clickid=32c6fd22-8889-66ff-a8b1-618a62c1336e&advertising_id=e611669d-71eb-6811-aedc-172bd9637611&af_sub1=22962&redirect=false&android_id=
click,6/8/2016 11:02,6/8/2016 11:02,6/8/2016 11:02,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TX,Arlington,76011,623,192.56.9.93,FALSE,,T-Mobile,en-GB,1405383700707-1125207777548127175,373b54f7-74bc-4317-cf31-65f03cd5d565,,,,,,android,samsung-SM-J700T,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J700T Build/MMB29K),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-d976286d-192f-6a11-9676-97a11e796db9_1811_1.693612111667383712_178&advertising_id=383b96f8-76bc-6317-ae21-69e13cd7d969
click,6/8/2016 11:01,6/8/2016 11:02,6/8/2016 11:02,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_Nordic_FBC_2016-05-26,,,,,,,,,8184,,,,,,,,,,,,,,,,,,,,,,,EU,SE,O,Brastad,454 21,None,213.66.220.15,TRUE,Telia,Telia,da-DK,1405383757325-1035837727417578557,630350f1-7145-4cc5-c5c3-5f7743cc4455,,,,,,android,samsung-SM-J500FN,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J500FN Build/LMY48B),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_Nordic_FBC_2116-17-26&clickid=d19e1aa2-7a66-68e9-81ad-818a11176acc&advertising_id=631271f1-7169-6ac9-a9a3-7f8762ca6699&af_sub1=8186&redirect=false&android_id=
click,6/8/2016 11:01,6/8/2016 11:02,6/8/2016 11:02,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,74626,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,MI,Decker,48426,505,209.80.216.2,TRUE,VietnaMobile,VietnaMobile,en-US,1405383735052-5325155242217383550,f45567c3-dc43-46b3-7dfd-f476c54753cc,,,,,,android,samsung-SM-T217S,4.2.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.2.2; SM-T217S Build/JDQ39),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=e69768c2-dc62-66b3-8ded-e676a76773cc&af_siteid=76626&ACTIONID=
click,6/8/2016 10:59,6/8/2016 11:02,6/8/2016 11:02,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,19430,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,NY,Staten Island,10306,501,96.113.195.165,TRUE,,Simple Mobile,en-US,1405383715088-5508401455248781271,7745ff1c-365c-4cf5-5f73-3f557fc5c575,,,,,,android,samsung-SAMSUNG-SM-N900A,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; SAMSUNG-SM-N900A Build/KTU84P),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=8769fe1a-269c-6ae7-9f82-3f998fa7a977&af_siteid=19631&ACTIONID=1813
